year,title,imdbRating,ratingCount,duration
1960,Die Zeitmaschine (1960),7.6,20417,6180
1960,Schießen Sie auf den Pianisten (1960),7.7,10066,5520
1960,Das Dorf der Verdammten (1960),7.3,8591,4620
1960,Als Lachen Trumpf war (1960),7.3,242,4860
1975,Password (TV Series 1961–1975),6.6,197,1800
1961,The Big Show (1961),6,99,6780
1961,Die Comancheros (1961),6.8,4536,6420
1961,Gefährten des Todes (1961),6.2,1100,5580
1961,El Cid (1961),7.3,7787,10920
1961,Der Fälscher von London (1961),6.1,185,5580
1961,Schloß des Schreckens (1961),7.9,14417,6000
1929,Tagebuch einer Verlorenen (1929),7.8,2249,6240
1960,Macbeth (TV Movie 1960),8.3,31,5400
1961,Robur - Der Herr der sieben Kontinente (1961),6,1496,6120
8580,Barfuß durch die Hölle\,http://www.imdb.com/title/tt0055233/,8.6,2129
1961,101 Dalmatiner (1961),7.2,74217,4740
1961,Die Vermählung ihrer Eltern geben bekannt (1961),7.1,11164,7740
1929,The Trespasser (1929),8,965,5400
1961,Drei Töchter (1961),7.8,595,10380
1961,Zwei ritten zusammen (1961),6.9,3036,6540
1961,Eine Frau ist eine Frau (1961),7.7,7807,5100
1961,Unternehmen Feuergürtel (1961),6.1,3302,6300
1961,West Side Story (1961),7.7,56385,9120
1962,Die Verdammten der Meere (1962),7.9,2474,7380
1962,Ein Köder für die Bestie (1962),7.8,17035,6300
1962,Tanz der toten Seelen (1962),7.2,10933,4680
1962,Rebellion (1962),7.1,1466,6060
1961,Scheidung auf italienisch (1961),8.2,6238,6300
1962,Girls! Girls! Girls! (1962),5.4,1499,6360
1962,Die ins Gras beißen (1962),7.1,4152,5400
1962,Das war der wilde Westen (1962),7.1,11705,9840
1930,Animal Crackers (1930),7.7,9038,5820
1962,Lolita (1962),7.7,51770,9120
1962,Der Mann der Liberty Valance erschoss (1962),8.1,43251,7380
1962,Botschafter der Angst (1962),8.1,55718,7560
1962,Durchbruch auf Befehl (1962),6.8,1190,5880
1962,Licht im Dunkel (1962),8.1,9980,6360
1962,Mr. Hobbs macht Ferien (1962),6.9,3096,6960
1962,Music Man (1962),7.7,11351,9060
1930,Start in die Dämmerung (1930),8.1,953,6480
1962,Sacramento (1962),7.6,7988,5640
1962,Ein Herbstnachmittag (1962),8.1,3162,6720
1962,Der Schatz im Silbersee (1962),6.9,1498,6660
1962,Die siegreichen Drei (1962),6.2,666,6720
1962,Verliebt in scharfe Kurven (1962),8.1,3506,6300
1962,Süßer Vogel Jugend (1962),7.5,4251,7200
1962,Die Geschichte der Nana S. (1962),8.1,12336,4740
1962,Was geschah wirklich mit Baby Jane? (1962),8.1,23849,8040
1932,The Menace (1932),6.9,284,3840
1963,Gentlemenkillers (1963),6.8,1028,5640
1962,Liebe 1962 (1962),7.8,8415,7560
1989,Doctor Who (TV Series 1963–1989),8.6,16428,2700
1965,The Outer Limits (TV Series 1963–1965),8.2,3135,3060
1963,Bandini (1963),7.7,446,9420
1963,Die Bäckerin von Monceau (1963),7.4,1741,1380
1930,The Florodora Girl (1930),8.2,932,4740
1963,Captain Newman (1963),7,1365,7560
1963,Die Karabinieri (1963),7,1813,4500
1963,Charade (1963),8.1,39045,6780
1963,Cleopatra (1963),7,17110,11520
1963,James Bond 007 - Liebesgrüße aus Moskau (1963),7.5,65865,6900
1963,Der Leopard (1963),8.1,12623,11220
1963,House of the Damned (1963),5.1,201,3720
1930,Buster rutscht ins Filmland (1930),5.6,593,5520
1963,Das Mädchen Irma la Douce (1963),7.5,10136,8820
11520,Eine total\,http://www.imdb.com/title/tt0057193/,7.6,24050
1963,Großstadt (1963),7.9,1256,7860
1963,Mothlight (1963),6.3,1290,240
1963,Lautlos wie die Nacht (1963),7.4,1488,7080
1963,Die Verachtung (1963),7.8,15346,6180
1963,Patrouillenboot PT 109 (1963),6.4,1470,8400
1963,La ragazza che sapeva troppo (1963),7.1,1755,5160
1893,Blacksmith Scene (1893),6.3,1039,60
1899,The Kiss in the Tunnel (1899),5.9,530,60
1911,The Lonedale Operator (1911),6.6,589,1020
3960,Zaza\,http://www.imdb.com/title/tt0014636/,8.3,583
2005,Queer as Folk Episode #5.8 (TV Episode 2005),7.4,78,2820
1984,Remington Steele Cast in Steele (TV Episode 1984),7.6,27,3600
2006,Richard & Judy Episode dated 9 January 2006 (TV Episode 2006),,,2880
2004,Rosemary & Thyme The Invisible Worm (TV Episode 2004),8,57,2760
1999,Sabrina - total verhext No Place Like Home (TV Episode 1999),7.3,40,1800
1977,Sanford and Son When John Comes Marching Home (TV Episode 1977),7.4,16,1800
1985,Saturday Night Live Kathleen Turner/John Waite (TV Episode 1985),5.7,22,5400
1986,Saturday Night Live Steve Guttenberg/The Pretenders (TV Episode 1986),6.9,20,5400
1949,Follow Me Quietly (1949),6.5,738,3600
1993,Saturday Night Live Charlton Heston/Paul Westerberg (TV Episode 1993),5.7,30,5400
1977,Saturday Night Live Shelley Duvall/Joan Armatrading (TV Episode 1977),7,31,5400
1996,Saturday Night Live Danny Aiello/Coolio (TV Episode 1996),5.4,15,5400
1995,Saturday Night Live David Alan Grier/Silverchair (TV Episode 1995),5.5,15,5400
1998,Saturday Night Live Cameron Diaz/Smashing Pumpkins (TV Episode 1998),6.9,34,5400
1999,Saturday Night Live Sarah Michelle Gellar/Backstreet Boys (TV Episode 1999),6.1,49,5400
2001,Saturday Night Live Reese Witherspoon/Alicia Keys (TV Episode 2001),6.2,29,5400
2002,Saturday Night Live Britney Spears (TV Episode 2002),5.7,41,5400
1977,Saturday Night Live Ray Charles (TV Episode 1977),7.2,34,5400
2005,Saturday Night Live Will Ferrell/Queens of the Stone Age (TV Episode 2005),7.1,41,5400
1979,Saturday Night Live Milton Berle/Ornette Coleman (TV Episode 1979),6.4,32,5400
1949,Der Spieler (1949),6.7,506,6600
1982,Saturday Night Live Blythe Danner/Rickie Lee Jones (TV Episode 1982),5.6,19,5400
1982,Saturday Night Live Olivia Newton-John (TV Episode 1982),7.9,18,5400
1993,Saved by the Bell: The College Years Guess Who's Coming to College? (TV Episode 1993),7.1,22,1320
1952,Schlitz Playhouse of Stars Billy Budd (TV Episode 1952),,,1800
1997,Seinfeld The Comeback (TV Episode 1997),8.9,595,1440
1993,Seinfeld The Pilot (TV Episode 1993),8.8,664,2700
1995,Seinfeld The Pool Guy (TV Episode 1995),8.5,468,1380
1949,Il grido della terra (1949),6.3,8,5400
1995,Seinfeld The Soup Nazi (TV Episode 1995),9.5,1382,1380
1994,Seinfeld The Stand-In (TV Episode 1994),8.1,503,1380
1992,Seinfeld The Virgin (TV Episode 1992),8.4,587,1380
2002,Sex and the City Unoriginal Sin (TV Episode 2002),7.2,167,1800
1800,The Shnookums & Meat Funny Cartoon Show Poodle Panic/The Darkness\,http://www.imdb.com/title/tt0699676/,,
1991,Die Simpsons Bart's Dog Gets an F (TV Episode 1991),7.4,878,1800
1998,Die Simpsons D'oh-in' in the Wind (TV Episode 1998),7.4,679,1800
1994,Die Simpsons Homer Badman (TV Episode 1994),9,1166,1800
1990,Die Simpsons Life on the Fast Lane (TV Episode 1990),7.4,1101,1800
2002,Die Simpsons Sweets and Sour Marge (TV Episode 2002),6.8,446,1800
2002,Die Simpsons The Bart Wants What It Wants (TV Episode 2002),7,443,1800
1994,Die Simpsons Treehouse of Horror V (TV Episode 1994),7.6,1315,1800
2003,Die Simpsons Treehouse of Horror XIV (TV Episode 2003),7.3,507,1800
1998,Die Simpsons When You Dish Upon a Star (TV Episode 1998),7.3,674,1800
2005,Six Feet Under - Gestorben wird immer The Rainbow of Her Reasons (TV Episode 2005),8.7,408,3600
1999,Sliders - Das Tor in eine fremde Dimension Net Worth (TV Episode 1999),5.9,63,3600
2001,Die Sopranos Pine Barrens (TV Episode 2001),8,2490,3480
2000,South Park Cartman's Silly Hate Crime 2000 (TV Episode 2000),8.5,866,1320
1994,Space Ghost Coast to Coast Spanish Translation (TV Episode 1994),7,21,900
2001,Spaced Dissolution (TV Episode 2001),8.4,288,1560
1999,Spaced Epiphanies (TV Episode 1999),8.5,364,1440
1949,Ich erschoß Jesse James (1949),6.9,1237,4860
2000,Chaos City The Commitments (TV Episode 2000),7.5,26,1800
1969,Raumschiff Enterprise Requiem for Methuselah (TV Episode 1969),7.7,717,3060
1968,Raumschiff Enterprise The Ultimate Computer (TV Episode 1968),8,758,3000
2700,Star Trek: Deep Space Nine Badda-Bing\,http://www.imdb.com/title/tt0708502/,7.6,383
1996,Star Trek: Deep Space Nine Looking for par'Mach in All the Wrong Places (TV Episode 1996),7.6,377,2700
1924,Ballet mécanique (1924),6.8,1523,1140
2003,Tru Calling: Schicksal reloaded! Morning After (TV Episode 2003),7.9,129,3600
1962,Unglaubliche Geschichten To Serve Man (TV Episode 1962),9.2,1293,1500
2003,Two Pints of Lager and a Packet of Crisps Jammy Dodgers (TV Episode 2003),7.5,6,1560
2004,Two and a Half Men Back Off Mary Poppins (TV Episode 2004),8.1,557,1260
2004,Veronica Mars An Echolls Family Christmas (TV Episode 2004),7.1,604,3600
2002,The West Wing - Im Zentrum der Macht Enemies Foreign and Domestic (TV Episode 2002),8.3,207,3600
2000,The West Wing - Im Zentrum der Macht What Kind of Day Has It Been (TV Episode 2000),8.8,343,3600
9900,"Wetten\, dass..? Wetten\",http://www.imdb.com/title/tt0745906/,,
1949,Damals im Sommer (1949),7.2,2091,6120
1955,What's My Line? Episode dated 22 May 1955 (TV Episode 1955),7.2,6,1800
1961,What's My Line? Episode dated 23 April 1961 (TV Episode 1961),,,1800
1988,Zomergasten Episode #1.1 (TV Episode 1988),,,10800
2000,Zomergasten Episode #13.5 (TV Episode 2000),,,10800
2004,Zomergasten Episode #17.1 (TV Episode 2004),,,10800
2005,Zomergasten Episode #18.2 (TV Episode 2005),7.6,5,10800
2005,Long khong (2005),6,1001,6000
1949,Jolson Sings Again (1949),7,407,5760
2006,Kyle XY (TV Series 2006–2009),7.6,21432,3600
2007,October Road (TV Series 2007–2008),7.5,3592,2580
2007,Der Fuchs und das Mädchen (2007),7,2236,5520
2010,Who Is Harry Nilsson (And Why Is Everybody Talkin' About Him?) (2010),7.7,828,6960
2007,Saawariya (2007),5.4,4937,8520
1992,Die Simpsons Treehouse of Horror III (TV Episode 1992),7.6,1048,1800
2006,Brothers & Sisters (TV Series 2006–2011),7.2,16900,3600
2009,Die exzentrischen Cousinen der First Lady (TV Movie 2009),7.5,6093,6240
2010,Love and other Drugs - Nebenwirkung inklusive (2010),6.7,109631,6720
2006,Tsunami - Die Killerwelle (TV Movie 2006),7,1376,6660
2007,Die Tudors (TV Series 2007–2010),8.2,39089,3600
2006,America's Got Talent (TV Series 2006– ),5.6,4945,3600
2006,American Dad It's Good to Be the Queen (TV Episode 2006),7.4,197,1320
2007,He Was a Quiet Man (2007),6.9,19101,5700
1949,Kleine tapfere Jo (1949),7.3,4007,7320
2007,Chuck und Larry - Wie Feuer und Flamme (2007),6.1,99829,6900
2006,Jonestown - Todeswahn einer Sekte (2006),7.9,3032,5160
1949,Long-Haired Hare (1949),8,1017,480
1992,Shakespeare: The Animated Tales A Midsummer Night's Dream (TV Episode 1992),7,24,1560
2000,Die Simpsons Skinner's Sense of Snow (TV Episode 2000),8.4,723,1800
2000,Die Simpsons Homer vs. Dignity (TV Episode 2000),7.1,517,1800
6.6,Die Simpsons Marge vs. Singles\, and Gays (TV Episode 2004),die simpsons marge vs singles seniors childless couples and teens and gays tv episode,http://www.imdb.com/title/tt0763034/
2001,South Park Terrance and Phillip: Behind the Blow (TV Episode 2001),7.1,752,1320
2006,Saturday Night Live Natalie Portman/Fall Out Boy (TV Episode 2006),8.2,79,5400
2006,Home of the Brave (2006),5.6,8526,6360
1948,The Man from Colorado (1948),6.7,773,6000
2007,My Blueberry Nights (2007),6.7,38026,5700
1949,Ein herrenloser Hund (1949),7.8,8997,7320
2000,Die Simpsons Pygmoelian (TV Episode 2000),7.3,519,1800
2004,Marxist Poetry: The Making of 'The Battle of Algiers' (Video 2004),7.1,29,3060
2005,Remembering 'The Forgotten' (Video 2005),6.5,6,1200
2011,Der perfekte Ex (2011),6,45602,6360
1924,Cornered (1924),,,4200
2006,The 63rd Annual Golden Globe Awards (TV Movie 2006),5.1,141,
2006,Happy Tree Friends (TV Series 2006– ),7,11557,4440
5640,Ich glaub\,http://www.imdb.com/title/tt0770772/,5.5,12478
2011,Samsara (2011),8.4,13000,6120
2007,How She Move (2007),3.1,4445,5640
2007,La ragazza del lago (2007),6.6,2236,5700
2007,Masters of Science Fiction (TV Mini-Series 2007),6.8,1719,2520
2008,Wolverine and the X-Men (TV Series 2008– ),8.1,5803,1320
2008,Krabat (2008),6.2,4413,7200
2006,Stjärnorna på slottet (TV Series 2006– ),6.4,35,
1965,Verschollen zwischen fremden Welten Island in the Sky (TV Episode 1965),7.5,66,3600
2005,Saturday Night Live: The Best of David Spade (TV Movie 2005),6.5,116,4800
2005,Smagsdommerne Episode #2.15 (TV Episode 2005),,,2340
1949,Pinky (1949),7.3,1565,6120
1800,Andy Barker\,http://www.imdb.com/title/tt0775349/,7.7,1122
2009,Die Noobs - Klein aber gemein (2009),5.4,13523,5160
2000,Backstory The Seven Year Itch (TV Episode 2000),7.8,19,1440
1989,Mystery Science Theater 3000 Cosmic Princess (TV Episode 1989),7.1,58,5820
1991,Mystery Science Theater 3000 It Conquered the World (TV Episode 1991),8,94,5820
1967,Jackanory The Borrowers: Part 5 (TV Episode 1967),,,900
1993,Mystery Science Theater 3000 Gunslinger (TV Episode 1993),8.2,146,5820
1992,Mystery Science Theater 3000 Hercules and the Captive Women (TV Episode 1992),8.1,70,5820
1992,Mystery Science Theater 3000 Master Ninja I (TV Episode 1992),8.5,131,5820
1949,Polka-Dot Puss (1949),7.3,305,480
1993,Mystery Science Theater 3000 Mitchell (TV Episode 1993),9,359,5820
1993,Mystery Science Theater 3000 Operation Double 007 (TV Episode 1993),8.5,115,5820
1993,Mystery Science Theater 3000 Outlaw (TV Episode 1993),8.7,101,5820
1993,Mystery Science Theater 3000 The Atomic Brain (TV Episode 1993),8,158,5820
1992,Mystery Science Theater 3000 The Magic Sword (TV Episode 1992),8.1,82,5820
1993,Mystery Science Theater 3000 The Painted Hills (TV Episode 1993),8.2,74,5820
2006,The 50 Greatest Comedy Films (TV Movie 2006),7.7,27,10800
2005,Across the Sands of Sahara (Video 2005),4.8,11,900
2006,Mein bester Freund (2006),6.8,4458,5640
1998,Game-On Martin's Baby (TV Episode 1998),7.8,6,1740
2006,Black Sheep (2006),5.8,30794,5220
2004,Office Hostages (Video 2004),,,2880
2006,Screenwipe (TV Series 2006– ),8.5,1304,1800
2006,Shock to the System (2006),6.8,722,5460
2007,Tatt av kvinnen (2007),6.7,1642,5400
2010,Wolfman (2010),5.8,80007,6180
2006,Four Kings Tale of the Tape (TV Episode 2006),8.5,23,1800
1949,Samson und Delilah (1949),6.8,3561,7860
2006,Rising Son: The Legend of Skateboarder Christian Hosoi (2006),7.5,385,5880
2006,Booky Makes Her Mark (TV Movie 2006),6.6,113,5340
2006,The Dead Girl (2006),6.8,10671,5100
2008,Comanche Moon (TV Mini-Series 2008),7.3,1944,21600
2007,Until Death (2007),6,6934,6060
1620,Taint of Greatness: The Journey of Beavis and Butt-Head\,http://www.imdb.com/title/tt0784159/,7.3,28
1964,Gilligans Insel Two on a Raft (TV Episode 1964),7.4,77,1800
2006,Will & Grace The Finale (TV Episode 2006),8.8,304,2460
2009,Balls Out: Gary the Tennis Coach (2009),5.5,7654,5520
2007,Hot Rod - Mit Vollgas durch die Hölle (2007),6.7,49618,5280
2006,A Girl Like Me: The Gwen Araujo Story (TV Movie 2006),7.6,1218,5280
1995,Eine schrecklich nette Familie Al Bundy Sports Spectacular (TV Episode 1995),6,136,1800
2006,Settling the Score (Video 2006),6,5,900
2006,2006 MTV Movie Awards (2006),4.6,283,
2006,Deck the Halls (2006),4.8,12563,5580
2007,The Good Life (2007),6.5,1579,5400
2013,R.I.P.D. (2013),5.6,63768,5760
2007,Rules of Engagement (TV Series 2007–2013),7.2,21370,1800
2008,$9.99 (2008),6.7,2305,4680
2005,Ca$h Cab (TV Series 2005– ),7.7,1205,1800
1924,Entr'acte (1924),7.5,1896,1320
1949,Das stumme Duell (1949),7.6,1387,5700
2006,Ergo Proxy (TV Series 2006– ),8.1,5129,1500
2006,Rob & Big (TV Series 2006–2008),7.9,2889,
2007,Georgias Gesetz (2007),5.9,18199,6780
2006,Drake & Josh Who's Got Game? (TV Episode 2006),8.9,67,1800
2006,Planet Erde (TV Series 2006– ),9.5,69176,2640
2006,Eating Out 2: Sloppy Seconds (2006),6.5,2461,4740
2013,Scary Movie 5 (2013),3.5,36908,5160
2006,The Making of 'Event Horizon' (Video 2006),7.9,49,6180
2002,Timeshift (TV Series 2002– ),7.5,15,3600
1949,Der blonde Tiger (1949),7.3,1176,5940
2006,Fong juk (2006),7.4,6114,6600
2007,The Babysitters (2007),5.8,6224,5280
2007,Talk to Me (2007),7.4,7842,7080
2007,You Kill Me (2007),6.5,14974,5580
2010,13 (2010),6.1,29235,5460
2002,Fashion Police (TV Series 2002– ),6.2,736,
2007,Die Zauberer vom Waverly Place (TV Series 2007–2012),6.7,14886,1320
1949,Erde in Flammen (1949),6.3,574,5400
2006,The Bridge (2006),7.3,7533,5640
2006,Wie ich das Ende der Welt erlebte (2006),7.3,2288,6360
2008,Nie wieder Sex mit der Ex (2008),7.3,180685,6660
2007,The Hills Have Eyes 2 (2007),5.1,39904,5340
2007,Skills Like This (2007),6.6,426,5280
2006,Die Bette Davis-Story (TV Movie 2006),8.1,427,5280
2008,Transsiberian (2008),6.7,36844,6660
2005,20 to 1 (TV Series 2005– ),6.3,234,3600
1949,Sklavin des Herzens (1949),6.2,3751,6660
,"Tucker James\, der Highschool-Blitz Apeward Bound (TV Episode)",,,1800
2006,Heroes (TV Series 2006– ),7.4,8011,
2008,Topjob - Showdown im Supermarkt (2008),5.7,15150,5160
2011,Red Dog - Ein Held auf vier Pfoten (2011),7.5,10226,5520
2006,Ultimate Avengers II (Video 2006),6.8,5573,4380
2008,Asylum (2008),4,2548,5580
2008,The Hottie & the Nottie (2008),1.9,30458,5460
2007,Married Life (2007),6.3,7172,5460
2007,La terza madre (2007),5.2,6187,6120
2007,P2 - Schreie im Parkhaus (2007),5.9,22751,5880
2007,Machtlos (2007),6.8,40978,7320
2008,Sleep Dealer (2008),5.9,4997,5400
2007,w Delta z (2007),5.7,6374,6240
2003,Louis de Funès - Die Macht des Lachens (TV Movie 2003),6.9,22,3120
2000,Rita Hayworth: The Columbia Lady (Video 2000),6.9,18,540
2007,The Black Donnellys (TV Series 2007– ),8.2,11947,3600
2006,Jericho - Der Anschlag (TV Series 2006–2008),8.1,41309,2700
2006,Men in Trees (TV Series 2006–2008),7.3,4262,2700
2006,Shark (TV Series 2006–2008),7.1,9710,3600
2006,Alles Betty! (TV Series 2006–2010),6.5,31207,3600
2007,Heyy Babyy (2007),5.6,4164,8640
1949,A Woman's Secret (1949),6.1,699,5040
2009,Carriers (2009),6.1,30583,5040
1987,Die Echten Ghostbusters They Call Me Mister Slimer (TV Episode 1987),6.2,9,1800
1992,Zomergasten Episode #5.1 (TV Episode 1992),,,10800
1969,Tatort (TV Series 1969– ),7.4,1222,5400
2005,2005 Glitter Awards (Video 2005),6.2,5,
2006,American Pie präsentiert: Nackte Tatsachen (Video 2006),5.1,37966,5820
2006,Bas Ek Pal (2006),6.1,355,
1955,The Colgate Comedy Hour (TV Series 1950–1955),7,315,3600
2007,Funny Games U.S. (2007),6.4,56944,6660
2006,Kogitsune Heren (2006),7.1,137,6240
2007,Gefahr und Begierde (2007),7.6,26741,9420
5880,Das Mädchen\,http://www.imdb.com/title/tt0808506/,7.9,23412
2010,Zahnfee auf Bewährung (2010),5,23134,6060
2009,Life During Wartime (2009),6.5,4659,5880
1956,The Honeymooners (TV Series 1955–1956),8.6,2820,1800
2006,Pepper Dennis Hiroshi Watanabe in Bed with Curtis Wilson: Film at Eleven (TV Episode 2006),7.2,11,3600
2009,Hilde (2009),6.7,546,8220
2001,The Unbeatable Bruce Lee (Video 2001),7.3,42,3240
2007,Leergut (2007),7.3,3171,6240
2009,Bright Star - Meine Liebe. Ewig. (2009),7,17898,7140
2007,Burn Notice (TV Series 2007–2013),8,50968,2640
1965,The Jack Benny Program (TV Series 1950–1965),8.3,599,1800
2006,Heißer Verdacht - Das Finale (TV Movie 2006),8.4,1449,10920
2007,Shootout at Lokhandwala (2007),7,3644,
2006,Shut Up & Sing (2006),7.7,4260,5580
2012,Der Do-Deca-Pentathlon (2012),6,1126,4560
1967,What's My Line? (TV Series 1950–1967),8.4,690,1800
2006,Hak kuen (2006),6.6,1312,6600
2006,Erlöse uns von dem Bösen (2006),8,6442,5940
2001,Macbeth (TV Movie 2001),7.4,42,7920
2009,Spring Breakdown (2009),4.9,3410,5040
2009,Stepfather (2009),5.5,19593,6060
1961,You Bet Your Life (TV Series 1950–1961),7.9,330,1800
